"NBa7we src","d4r55","RfnDt","rsqaWe","wiI7pd","fontBodySmall","fontBodySmall 2","kyuRq","dSlJg","NlVald","dSlJg 2","NlVald 2","Hzvxle","pkWtMe"
"https://lh3.googleusercontent.com/a/ACg8ocLe0yr1fbne2CzRZa9xg0fmqf1jNz4Pp-2ONSW20uoUGdybeA=w36-h36-p-rp-mo-br100","Myriam Broeckx","11 reviews","10 months ago","Just called the physiotherapist.
Had a very rude woman on the phone as if she had the hospital under her name. Are you going to behave instead of acting high class?","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUHJOFUyLXAT7EBbArohqWl35ktrHBHoRSuP7nZspPxPniNzDOwVg=w36-h36-p-rp-mo-ba6-br100","Paul Mets","Local Guide · 468 reviews · 217 photos","10 months ago","Friendly employees and doctors. quite on time.  A downside is that they had omitted that there was a change regarding registration, this now has to be done downstairs at the terminals","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjV4pPQKyZKZJCJHGnfzPgHgssaPtE5BvhCIO04uW8ldigDH20VUAQ=w36-h36-p-rp-mo-ba3-br100","Hannelore Buys","Local Guide · 22 reviews · 26 photos","10 months ago","Dr. Verlooy and Dr. Gios together form a top team.
I felt heard. Good cooperation between patient and care provider(s).","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVqXDojj7nXy5rPc8AtrDVNdrvVY9PJzdKniyfB87H0jdVe_b4=w36-h36-p-rp-mo-br100","Nicola Lindekens","7 reviews","Edited 10 months ago","Yesterday I went to this hospital for an observation interview regarding a sleep study. Afterwards it was decided to schedule a sleep study and I was called. After working a night shift and arriving at the hospital before noon as indicated, I slept until noon. I immediately called back and was told that all the available places were suddenly occupied and that I should go to another hospital, ""after all, there are plenty around Antwerp, sir.""","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJm7_MbMV5ot1cf7ta5I8SKFVSWaeyzXmxuwK3ZQidvYxFYhQ=w36-h36-p-rp-mo-br100","zhiheng wang","4 reviews","10 months ago","5 stars to doctors who was very patient to explain everything. 0 star to the admin service","","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocLtWqowyJLy84eBGBqi0_66pjbH8yD_ZohvXWL3P1yrSaRGQA=w36-h36-p-rp-mo-br100","Francis Smet","4 reviews","10 months ago","Negative experiences at the UROLOGY service!  Unfortunately, I have to take the stand regarding the treatment of my father-in-law. He is 87 years old, has been receiving treatment at the UROLOGY department for years. During the last six months he has been in pain and the daughters have to go to the emergency room at the UZA or to the emergency room at the local clinic almost every week. Every time he has to make an appointment at the UROLOGY department, the treating doctor says that they are going to plan a procedure, but these always turn out to be empty promises. Sometimes it is as if people at that service find it annoying that my father-in-law is there again. Why is the situation not clear? If the procedure is no longer possible due to his state of health or advanced age, this should be communicated to my father-in-law and family. But conversations at the Urology department never provide clarity, but some humanity is welcome. After all, no one comes to a clinic for pleasure, not as a patient and not as guidance!
The UZA website states that they are a top clinic, with customer-friendly patient care and groundbreaking! Unfortunately, we cannot confirm this for the Urology department where my father-in-law always has to go!","Translated by Google","・","See original (Dutch)","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocK1zC9dy73_lomFWd9lWpHTiSbF6yMdcvOaDRYqaFmRSUtj6Q=w36-h36-p-rp-mo-ba2-br100","Amy","Local Guide · 18 reviews · 3 photos","11 months ago","After 4 years, I still don't dare to go to a specialist because of the terrible and traumatic experience with tropical medicine. If I could give 0 stars, I would. I advise everyone not to go to this hospital. They treat you inhumanely, you are not heard and you leave the hospital without having made any progress. If I ever dare to go to a specialist again (I am currently postponing medical care because of this horrible experience), it will certainly never be UZA in my life.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocJ4qI0MoqX0Pzulf1qsxwXghCo6UiYAcDM_Ibj0HZ-duyg4hw=w36-h36-p-rp-mo-ba4-br100","jose telling","Local Guide · 53 reviews · 45 photos","11 months ago","Good hospital, friendly staff, good restaurant","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocLmbjAPD0k9Xq60n0RWyQiYOA89R5nBTAnAggNBGRvax56RSg=w36-h36-p-rp-mo-ba4-br100","Henri. Reichardt","Local Guide · 66 reviews · 1 photo","11 months ago","Staff very friendly, the man was helped well with a problem and making an appointment went very smoothly. The new thing is you have to log in with your ID card below at the Automat, that's it.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI1Y3QO6BJ3QPDherMEOz88S9x57yQFaJHTgY4warPFs84U=w36-h36-p-rp-mo-br100","Andreas Eccel","3 reviews","11 months ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJlFI-LWpBA0IaWuUy4JWlyaWy8L9yiZy2UWvwlY7aK4oXmzA=w36-h36-p-rp-mo-br100","Tamara TS","2 reviews","11 months ago","Today I went to the urology department for an examination. I have already had several examinations at the UZA. I tried to leave a review about this, but I was rejected because it was said to be a fake review. If only it were true. It always strikes me that the nurses in the various research departments are very unfriendly, heavy-handed and uncomprehending. That was my experience again today. Today I felt humiliated and treated badly again, I was in pain and was not informed about the procedure. I don't understand why this has to be this way. I hope that the hospital will look at the reviews that have been posted and do something about it.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocJ_oEPGujQgn9-hUCzfgQGCc_HElqKyxTcp9zrZbQcZOBjKFQ=w36-h36-p-rp-mo-ba3-br100","Tamara TV","Local Guide · 30 reviews · 7 photos","11 months ago","WHY does everyone in the various research departments have to be so TERRIBLY UNNICE, INCOMPREHENSIVE, HEAVY-HANDED AND UNINFORMATIVE. You are really in the wrong profession if you treat your patients this way. Bah. Shameless.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjU_eBpObqqcW4vzv67uA9FbFuPZ1ckjHxtcJVPFO0R7y8pKRmMC=w36-h36-p-rp-mo-ba4-br100","Daniel Lior Eisenberg","Local Guide · 107 reviews · 233 photos","11 months ago","Good","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUypZ07DESeyGIfHJJWhpRCEdCvfUHtADnCK3R1oejmNxK_60fr=w36-h36-p-rp-mo-ba3-br100","V","Local Guide · 49 reviews · 14 photos","a year ago","If a psychiatrist lets go of someone who tried to commit murder and tried to commit suicide. Then in my eyes you are incompetent in your profession. That psychiatrist should better find another profession","Translated by Google","・","See original (Dutch)","","","","Share","Like","4"
"https://lh3.googleusercontent.com/a-/ALV-UjU4vXyBLqmVrO7rVrc5IMi8zc5zZ5qyxHtTpfwlJJF65_kULkM4=w36-h36-p-rp-mo-ba3-br100","S Mosko","Local Guide · 37 reviews · 41 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKpLzLqtC3l09k052lziCFqAbSyfM3aD1lz46PFoeNmITYE_g=w36-h36-p-rp-mo-br100","Mel B","4 reviews","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJ9aL_pZwwON-2kOopLEAaVgWqRsNfcdf6kSubcAqjuEY_gHA=w36-h36-p-rp-mo-ba4-br100","Veronique V.","Local Guide · 100 reviews","a year ago","Disappointed in gynecology. I have been suffering from complaints that may be related to menopause for some time now. Answer: 'Well, you can only have extensive research done next year (apparently every 3 years), so come back next year and in the meantime maybe have a blood test at the GP. He can also see a lot.' They will NEVER see me here in gynecology again.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocKsXD6h3RJZfXakH2dYi_CspJwqqSy1sOIOgLeIe7Aq3a9G4w=w36-h36-p-rp-mo-ba3-br100","Arya","Local Guide · 77 reviews · 14 photos","a year ago","Unsanitary right down to it! There are mice and rats running around everywhere, I went to report this to the cleaning man, but this was ""natural"".
Urgent research is needed from higher up, this should not be allowed in 2024.
Ugh, disgusting!🤮 …","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a-/ALV-UjXEGcYlHuOZ0YXG3OrM_MhY7Dqs0tf06w2Run-Tw44s9OGTeFTK-A=w36-h36-p-rp-mo-ba3-br100","Rebecca","Local Guide · 39 reviews · 3 photos","a year ago","I had a terrible experience in the neurology department where I spent a week and was traumatized. Extremely unfriendly nurses (apart from 2 nurses and 1 very sweet nurse). I suffered inhumane pain and only saw assistants. I arrived at the emergency room and was given a lumbar puncture with pressure measurement by an assistant who stabbed the wrong number numerous times and asked my mother to assist him (?). Luckily my mom went to get a nurse. After a few hours I got a horrible headache. My meninges were torn, which showed up on the scan the next day because there was a leak in my spinal cord from which cerebrospinal fluid was leaking. According to the assistant neurologist, this was due to my epidural 6 years (!!) ago and was the cause of my pain for which I went to the emergency room in the first place. This was the first diagnosis. The leak was of course the result of the improper puncture performed the day before.

Only after 3 long days was I finally able to go to the pain clinic for a blood patch, which also lasted 2 hours (!) instead of 20 minutes. 2 hours with unbearable pain and that needle in the back because they couldn't find any blood to draw.

When I was discharged I was diagnosed with migraine, which was also a wrong diagnosis as it turned out.
I became temporarily blind a few days after my discharge, but according to the assistant neurologist there was nothing wrong and that I could no longer tolerate my glasses when I was discharged. I have suffered so much unnecessary excruciating pain on top of the pain and condition I was admitted for. I didn't eat for a week, because I couldn't move or sit up and my food was just put next to my bed. I didn't wash for a whole week, because I could supposedly do it myself, even though I couldn't lift my head, let alone my body. I couldn't even go to the toilet and sometimes had to wait 1 hour for a bedpan when I rang the bell.
I had my period so I had to wear a diaper. Inhuman, as if I were in a third world country!! The doctors in the pain clinic were very friendly.

They really work against their will in the neurology department and most of them do not have an ounce of empathy and were sullen and angry. This was even confirmed by the few who do their best there. So it is known internally that it is a hell department.

A few days after my discharge I was admitted to another hospital. They had never seen such two blue arms from an IV there. Every time I was injected in the hospital, this was done very brutally, especially by the large male nurse who walked around there. My IV was leaking so had to be moved every day. This was too much trouble. One night my IV was inserted into the crook of my elbow. I had to sleep with my arm stretched out, because every time I fell asleep the alarm went off and they weren't happy about that.
One time while clearing my IV while administering my medication, the needle popped halfway out of my arm, but the nurse didn't have time so I lay there for over an hour with the blood pouring out of my vein and a needle still half way in.
This was truly a stay in hell!","Translated by Google","・","See original (Dutch)","","","","Share","Like","12"
"https://lh3.googleusercontent.com/a-/ALV-UjXMcbOk6Dg3rAuR8_5lso-V00jziuhJD2sEVoI7J_cSbTuhydLd=w36-h36-p-rp-mo-ba4-br100","Gilbert Van Camp","Local Guide · 73 reviews · 110 photos","a year ago","Well organised","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXZ6BNGRT4o5MCkhOWEVBJKzlkr0PQMQyKkrcIDWRKO1g5GZAFw=w36-h36-p-rp-mo-ba5-br100","Sonja Van Wynsberghe","Local Guide · 203 reviews · 119 photos","a year ago","A very good hospital","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXIGv27_XWvDoRb0dcx7Vks1I3SvBBXzXpbFSL-yNsthKmWFaQ=w36-h36-p-rp-mo-br100","Geralda Maliepaard","3 reviews · 1 photo","a year ago","Came home today, great hospital.. Here in the Netherlands I was always told we can't do anything for you, you have to learn to live with it. After two years of pain, December was my patience, so much pain, I could hardly walk anymore. January I called UZA within 4 weeks, I knew everything and I was heard and operated here and after 2 years pain free... Staff is so incredibly sweet, it also makes the stay pleasant.. Thank you UZA.","Translated by Google","・","See original (Dutch)","","","","Share","Like","5"
"https://lh3.googleusercontent.com/a/ACg8ocJuKBIOEJ7il-oB0dDKtwfL7kIpsZZiXE_5oWsW5P45oQBx0us=w36-h36-p-rp-mo-ba4-br100","ronald cornelis","Local Guide · 91 reviews · 41 photos","a year ago","Good care","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVasVQgn_bufnlvWkQgZWo5CwwWilwgTSRhtzqVddA5xAYvS3w=w36-h36-p-rp-mo-br100","joseph david","2 reviews","a year ago","Really friendly people are very helpful and explain things well","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJvAm7HWMROlud_IaE6Z6dMbuZXOKQql423uSLphD4yFP4glw=w36-h36-p-rp-mo-ba2-br100","A Loccas","Local Guide · 18 reviews","a year ago","I had infiltrations done in the pain center, the staff there are super, super friendly! My compliments really, they put me at ease.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVSi92eZ55Uy2CkFHzcyw2MjRB0vkB9Zj97XpG26tV7RFaxtZRi2Q=w36-h36-p-rp-mo-br100","Jamuna Shrestha","1 review · 2 photos","a year ago","Good service.","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKTJqZdJ7URUEcr2rMJxnwt82bdDOiLUdEGbRsuzn8RJ2CA_g=w36-h36-p-rp-mo-ba2-br100","Marina Boeykens","Local Guide · 17 reviews","a year ago","Very skilled and friendly doctors/pros/staff.
Also good guidance and explanation","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXvRXsPZpcpoqi8uWy0kz7lXCdLt1Rk1PCXqiIrkBqdEmVyuxne=w36-h36-p-rp-mo-ba6-br100","Erik Feyens","Local Guide · 456 reviews · 372 photos","a year ago","Friendly staff","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIjqsVIaZoehm-jf-_syhwPpUl6DqgX9tNoqhtr9XbDKSW-Aw=w36-h36-p-rp-mo-br100","Guilherme C.","1 review","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocKDDDq2jNQBA-p7OiSKngJsOfiGLJltT9aiQZqmUaqY9r4qkw=w36-h36-p-rp-mo-ba5-br100","NAVEED SABER","Local Guide · 150 reviews · 15 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJiOAEPaHbdaAt93G0TrbkVXbDvTe949bjJRvLlql7MRulT79cC=w36-h36-p-rp-mo-ba3-br100","Esther Van der Geest","Local Guide · 67 reviews · 1 photo","a year ago","Bad! I requested a second opinion for my father. I have requested all documents as requested and sent them by registered mail and then you hear 0! Uninterested people","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocIlRJwNmnXZx3eR-iaAoAf1dKO6IggolOOaekQvoeXV1b75=w36-h36-p-rp-mo-br100","Fieke van Esch","42 reviews · 17 photos","a year ago","What a bad hospital when it comes to communication. I called ophthalmology 2 weeks ago and was helped promptly by an employee who told me that she had not yet received a referral. Contacted me again today and was connected to the …","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a/ACg8ocIT5W4j-Xbxe-6tD3q_Zz6PDMrlyJPGDKi5HHnkC1sIO7M0Og=w36-h36-p-rp-mo-ba3-br100","Steven B.","Local Guide · 28 reviews · 3 photos","a year ago","You are no longer here as a guinea pig,

Communication to the patient -0,
They also do not keep the family informed.

No longer like a factory, humanity is hard to find here.","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjXeMxeXqcDOpjN86i39Z87yjr-lp4RCQ_PkdDDV0tLW-ay0kC6x=w36-h36-p-rp-mo-ba4-br100","Georgessiam","Local Guide · 92 reviews · 1 photo","Edited a year ago","What should I write about the UZA, I wonder? Google removed it in my previous posting. I don't feel helped by this hospital. I have been there a lot, for numerous examinations and for an operation (ENT).
Some doctors are also arrogant. What a stark contrast with the UZA gasthuisberg in Leuven.
Doctors and nurses were
very friendly. I was helped there in the emergency room and in the intensive care unit, thank you for that!
As for registering at the counter, what a curmudgeon!! Advice; find a job where you don't come into contact with people!","Translated by Google","・","See original (Dutch)","","","","Share","Like","9"
"https://lh3.googleusercontent.com/a-/ALV-UjVBpECnLFn8V_DjUHFFIXCewX4sAb0J2w59PPCud8ryoZP3yLA=w36-h36-p-rp-mo-ba4-br100","leo Bruyninckx","Local Guide · 160 reviews · 122 photos","a year ago","Top","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVjS-UYBexWuD157qiK7qWiKChMf0CHqKi1qysfVFlkDPtN-I=w36-h36-p-rp-mo-br100","Johnson Michael","3 reviews · 1 photo","a year ago","Hello my name is Bella tiny from igbo Israel I would love to song with Uza","","","","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a-/ALV-UjXe4FXo9S1G7rHO6BzaWuPXPFGNJOGx-PV5Eyp2Cf0Zg4R5ZDQ=w36-h36-p-rp-mo-ba4-br100","Cindy Vermeylen","Local Guide · 74 reviews · 24 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocI5wTcfu7qOamxbUvj5zqwgbdByDbLV9p5PQ6VPEzaDxvbMqQ=w36-h36-p-rp-mo-ba6-br100","Wim Van Slagmolen","Local Guide · 380 reviews · 54 photos","a year ago","Nice clean hospital
Also clean toilets
Leonidas and mini supermarket at the entrance","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocIqzhrAOtWoljze2r9yV30US8c0j5LqvNVTn1ER2tc0abj1Xg=w36-h36-p-rp-mo-ba3-br100","DB E","Local Guide · 63 reviews · 1 photo","a year ago","Very poor service in the emergency room. Now sitting with a probably permanent injury.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjUBzKp4gmsLmdpSJi6ryEH9q3A45oeUZ-04LVvefwgR0165m5ooYg=w36-h36-p-rp-mo-ba5-br100","Dimitri Potters","Local Guide · 97 reviews · 16 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUWOYrcXe5zC5w_m7d60L_mHeaFeCw0jPEl2illhhfYLliUrVMm=w36-h36-p-rp-mo-br100","Chamlal Mohamed","3 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocJsUlQvQQyxjIEVcwI75Dt9ooJP8Q_pYFBIKG--RKvb5-dQQ2M=w36-h36-p-rp-mo-ba3-br100","Omar Lamkoref","Local Guide · 60 reviews · 24 photos","a year ago","My 11-month-old daughter was sent home, let's get sick, they said.
Now it turns out she has a bronchitis, flu and a blood infection that could have killed her!
Don't even bother taking a scan or a blood test..
UzAntwerp👎👎👎👎👎
UzLeuven👍👍👍👍👍","Translated by Google","・","See original (Dutch)","","","","Share","Like","7"
"https://lh3.googleusercontent.com/a/ACg8ocLOluEUyXyWPf0WN5UiNU-7gK5JdjIrqtSeHkhslUk1GnRjeA=w36-h36-p-rp-mo-br100","Marleen Michielsen-Goyvaerts","4 reviews","a year ago","Top hospital! Fantastic help and excellent guidance on B2 cardiology and the cardiac catheterization team! Registration and admission went smoothly, short waiting time. Communication on all parts was excellent!","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a-/ALV-UjU6WVYL5Kvvwo3Ys0Uazjk_McVuvfQTbYuVd3CfJjZcYKVMNGg=w36-h36-p-rp-mo-br100","لؤي الأخرس","1 review","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocLmcqn9GfBi2LYQiAYuXUJRVKqDQYsQFjFaW4ZGpFAfN2rAHw=w36-h36-p-rp-mo-br100","Armin Veraart","2 reviews","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjWVYYVrOdwb_uCxy-ScIZzug1dja2XJfKlVrQZ-a6kI7bd7KexsgA=w36-h36-p-rp-mo-ba6-br100","Chris Van Damme","Local Guide · 668 reviews · 533 photos","a year ago","Appointments may be delayed.
Full-fledged cafeteria restaurant","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocK4gSlUFRlyfCtcSo4wFPjYplXuVFNLUqB218wfkwY5WHExZw=w36-h36-p-rp-mo-br100","Zuhal Koc","6 reviews · 7 photos","a year ago","Always disappointed in the emergency room! Recently went there with my baby, who had breathing problems in the middle of the night, we waited 3 hours with no result... my baby was devastated by the pain!! By then it was already 6am and we finally ended up at our own pediatrician. This speed is scandalous!!","Translated by Google","・","See original (Dutch)","","","","Share","Like","11"
"https://lh3.googleusercontent.com/a/ACg8ocLatOzfA-99oVQg4n8u-Kn6aepGxpjD9P5u0RExwn7JLkC-6Q=w36-h36-p-rp-mo-ba3-br100","Yvette Leerdam","Local Guide · 24 reviews","a year ago","Very good hospital with excellent medical services","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocKwSBUwqNuOyDEaORwFfOXQqvzp1-Ie_LWAM58GgmCws1aHrQ=w36-h36-p-rp-mo-br100","Jozef Roefs","2 reviews","a year ago","Had a lung transplant here, everything went well, good care, friendly nursing and good explanation in human language","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjVA4qXRH9A6YfwbKbzz_tKb7tqlPlr0bL2OBB8c8erKDgFlB8Wc7w=w36-h36-p-rp-mo-ba3-br100","Lotte Loomans","Local Guide · 34 reviews · 58 photos","a year ago","Very pleasant hospital. Friendly staff. Sufficient parking","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocI5zVocXibWnH5VwzojbT6U1fcZx4srl6eVyWI0B2ooBNskyQ=w36-h36-p-rp-mo-ba2-br100","john lebenstein","Local Guide · 23 reviews · 1 photo","Edited a year ago","Below all standard. No respect for the patient. Zero for communication.","Translated by Google","・","See original (Dutch)","","","","Share","Like","3"
"https://lh3.googleusercontent.com/a/ACg8ocK905gh0WkETSnXZpR_mam408AxQQkshZ0NhSMx5p-Am-E8RA=w36-h36-p-rp-mo-br100","Ararat Ohanyan","1 review","a year ago","Very good service, very satisfied with the doctors and reception. Very good hospital.
Ararat Ohanyan","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXfKk7OPHl43OkCDeLLIW3PjUJpZkw1MLp35Hp-gqFkln_NkqKJ=w36-h36-p-rp-mo-ba2-br100","Veronique Apers","Local Guide · 13 reviews","a year ago","I have been coming to the pain center every 4 weeks for years. The team there is extremely friendly and after a while you even have a bond with them. You can't ask them anything wrong, they are always ready. If you feel sad, they see it and ask how you are doing. A special mention for Prof. Hans and Wendy, but everyone is great, thanks UZA","Translated by Google","・","See original (Dutch)","","","","Share","Like","6"
"https://lh3.googleusercontent.com/a-/ALV-UjVGdPf9LphSCvrZr9R0OtwQ-VI9sSAHzUzo7KzVMESe5men1jVl=w36-h36-p-rp-mo-ba4-br100","Robert Turner","Local Guide · 156 reviews · 102 photos","a year ago","Well organised","","","","","Like","","Share","",""
"https://lh3.googleusercontent.com/a/ACg8ocJEfbOdXmt4mDh85BAQKPwh168SC56JJrPlKkMS1eD6pfq0hQ=w36-h36-p-rp-mo-ba4-br100","Richard Luijks","Local Guide · 14 reviews","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUNj3JUY3WdcQ34IpcPdgGRxiV6DZ0a7GSswyfOAu4jAaNiq_s3IQ=w36-h36-p-rp-mo-ba8-br100","Jan Verhoeven","Local Guide · 832 reviews · 7,691 photos","a year ago","UZA is a large hospital, with an enormous logistical challenge to have so many different departments and doctors/specialists working, and to receive and guide patients well. It is great to see that they have arranged this well in UZA.
It also works efficiently because they have paid a lot of attention to the logistics process.","Translated by Google","・","See original (Dutch)","","","","Share","Like","2"
"https://lh3.googleusercontent.com/a/ACg8ocIfP_kIK1ckp_FP5EDhXw-DOJKsZtkcyNdaBHvkdcne6Pg9KX5r=w36-h36-p-rp-mo-ba2-br100","MDBG","Local Guide · 18 reviews · 1 photo","Edited a year ago","0/5. Non-existent, even destructive service.
Urology assistant discriminates against you in front of you and your partner about your choice not to have children and refuses you care by
by making up laws, rules, etc. on the spot and openly admitting that he discriminates against you based on age. Second opinions from several experts directly contradicted him.

Once we tested Mr.'s 'legal basis' on the spot, this turned out to be virtually untrue (we suspect that this treatment came from personal conviction) and we were quickly dismissed to prevent worse for him. VITAZ Sint-Niklaas has now helped us enormously with excellent services. I highly recommend hearing there first. In any case, I will never enter Urology at UZA again. EDIT: Dr. Claeys at VITAZ helped me very well and I was even treated twice as quickly as at the UZA, provided they had not discriminated. Karma!

Unfortunately, I was sorely disappointed in thinking that the UZA was above such practices.

EDIT: After contact with the ombudsperson, it was made clear that nothing will be done about this in the interest of 'the well-being of the patient' and that a slightly younger man without children (around 25) would be better off being treated for sterilization elsewhere. They kept quiet about lying about non-existent laws and other nonsense, but I'm afraid this is not a coincidence. Even after further feedback that there was a cover-up in this regard, we received a short answer and that was it.

Dear people, you have been warned: AVOID UROLOGY HERE!!! You will be played bingo and a decision will be made *for* you instead of *with* you without taking circumstances into account. You are a number!

I wish the assistant to come and kiss my now sterile cherries. I was helped even faster in Lokeren than in the UZA thanks to his lying practices. 3 weeks faster to be precise. That's called karma.
Never step foot in here again!","Translated by Google","・","See original (Dutch)","","","","Share","Like","13"
"https://lh3.googleusercontent.com/a/ACg8ocLlmxsMIeZaLAJwJILbXrnq-ncsa3SbGIHQ4zthX4eTzN7RHQ=w36-h36-p-rp-mo-ba3-br100","Jan Van der Borght","Local Guide · 39 reviews · 4 photos","a year ago","Very satisfied with the cardiology service. Both the counter and the nursing staff, with professor Saenen as an outlier. Empathetic, and above all human.","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjXXjHIBiH0IxkrGSAIilTbpNg9CzaCv1bTX60HPOnMs0KjFDSL0=w36-h36-p-rp-mo-ba3-br100","Raf Bruynseels","Local Guide · 72 reviews · 22 photos","a year ago","We received tremendous help before, during and after the birth. Expert and very friendly care. We can recommend UZA in all areas for the follow-up of a pregnancy, childbirth and aftercare!","Translated by Google","・","See original (Dutch)","","Like","","Share","",""
"https://lh3.googleusercontent.com/a-/ALV-UjUqb0laTYEHhYGmGQCJ2kJ-tBOwfWQOeYsZnxrEcdel7PrrMFY=w36-h36-p-rp-mo-ba4-br100","BetaboyBuffet","Local Guide · 92 reviews · 30 photos","a year ago","That's about the waiting times on the telephone. I understand that it is busy and that sometimes we have to wait a little longer. Instead of an endlessly repeating tune and the message 'all our employees are currently busy', a message about how many people are waiting ahead of you would at least give us an idea of ​​how long we still have to wait.  Maybe something for a next update?","Translated by Google","・","See original (Dutch)","","","","Share","Like","1"
"https://lh3.googleusercontent.com/a/ACg8ocIERfpbPri5rTxNtebt9yNdBzaOH5qjoBOdegV-jTfbz14Jpao=w36-h36-p-rp-mo-ba4-br100","Thierry Rijckaert","Local Guide · 20 reviews · 7 photos","a year ago","","","","","","","","","",""
"https://lh3.googleusercontent.com/a/ACg8ocL9cxr_Dzu0DUA6-Qg3t4xt57gYC742rsDitw5iaFs_Z5VcqA=w36-h36-p-rp-mo-br100","Yassmina Hassan","8 reviews","a year ago","The way I was treated at the allergist is really scandalous. I have been suffering from an allergic reaction to wheat for years, the allerlogist discusses 'allergy' and 'sensitivity' for fifteen minutes and has not taken any tests. The old fat woman at the counter was also extremely unfriendly.","Translated by Google","・","See original (Dutch)","","","","Share","Like","10"
